sex,age_group,preferred_temp,candidate_temp,feels,clothes,activity,position,weight,feedback
female,senior,25,20,cold,normal,still,ac,1.3,too_cold
female,senior,25,21,cold,normal,still,ac,1.3,too_cold
female,senior,25,22,cold,normal,still,ac,1.3,too_cold
female,senior,25,23,cold,normal,still,ac,1.3,too_cold
female,senior,25,24,cold,normal,still,ac,1.3,good
female,senior,25,25,cold,normal,still,ac,1.3,good
female,senior,25,26,cold,normal,still,ac,1.3,good
female,senior,25,27,cold,normal,still,ac,1.3,too_hot
female,senior,25,28,cold,normal,still,ac,1.3,too_hot
female,senior,25,29,cold,normal,still,ac,1.3,too_hot
female,senior,25,30,cold,normal,still,ac,1.3,too_hot
male,adult,25,18,cold,normal,still,center,1.0,too_cold
male,adult,25,19,cold,normal,still,center,1.0,too_cold
male,adult,25,20,cold,normal,still,center,1.0,too_cold
male,adult,25,21,cold,normal,still,center,1.0,too_cold
male,adult,25,22,cold,normal,still,center,1.0,too_cold
male,adult,25,23,cold,normal,still,center,1.0,too_cold
male,adult,25,24,cold,normal,still,center,1.0,too_cold
male,adult,25,25,cold,normal,still,center,1.0,too_hot
male,adult,25,26,cold,normal,still,center,1.0,too_hot
male,adult,25,27,cold,normal,still,center,1.0,too_hot
male,adult,25,28,cold,normal,still,center,1.0,too_hot
male,adult,25,29,cold,normal,still,center,1.0,too_hot
male,adult,25,30,cold,normal,still,center,1.0,too_hot
female,senior,22,18,hot,normal,move,center,1.2,too_cold
female,senior,22,19,hot,normal,move,center,1.2,too_cold
female,senior,22,20,hot,normal,move,center,1.2,too_cold
female,senior,22,21,hot,normal,move,center,1.2,too_cold
female,senior,22,22,hot,normal,move,center,1.2,good
female,senior,22,23,hot,normal,move,center,1.2,good
female,senior,22,24,hot,normal,move,center,1.2,good
female,senior,22,25,hot,normal,move,center,1.2,too_hot
female,senior,22,26,hot,normal,move,center,1.2,too_hot
female,senior,22,27,hot,normal,move,center,1.2,too_hot
female,senior,22,28,hot,normal,move,center,1.2,too_hot
female,senior,22,29,hot,normal,move,center,1.2,too_hot
female,senior,22,30,hot,normal,move,center,1.2,too_hot
male,adult,21,18,ok,normal,move,center,1.2,too_cold
male,adult,21,19,ok,normal,move,center,1.2,too_cold
male,adult,21,20,ok,normal,move,center,1.2,good
male,adult,21,21,ok,normal,move,center,1.2,good
male,adult,21,22,ok,normal,move,center,1.2,good
male,adult,21,23,ok,normal,move,center,1.2,good
male,adult,21,24,ok,normal,move,center,1.2,too_hot
male,adult,21,25,ok,normal,move,center,1.2,too_hot
male,adult,21,26,ok,normal,move,center,1.2,too_hot
male,adult,21,27,ok,normal,move,center,1.2,too_hot
male,adult,21,28,ok,normal,move,center,1.2,too_hot
male,adult,21,29,ok,normal,move,center,1.2,too_hot
male,adult,21,30,ok,normal,move,center,1.2,too_hot
male,senior,26,18,ok,thick,still,window,0.88,too_cold
male,senior,26,19,ok,thick,still,window,0.88,too_cold
male,senior,26,20,ok,thick,still,window,0.88,too_cold
male,senior,26,21,ok,thick,still,window,0.88,too_cold
male,senior,26,22,ok,thick,still,window,0.88,too_cold
male,senior,26,23,ok,thick,still,window,0.88,too_cold
male,senior,26,24,ok,thick,still,window,0.88,too_hot
male,senior,26,25,ok,thick,still,window,0.88,good
male,senior,26,26,ok,thick,still,window,0.88,good
male,senior,26,27,ok,thick,still,window,0.88,good
male,senior,26,28,ok,thick,still,window,0.88,good
male,senior,26,29,ok,thick,still,window,0.88,too_cold
male,senior,26,30,ok,thick,still,window,0.88,too_hot
male,senior,19,18,hot,thick,move,center,0.96,good
male,senior,19,19,hot,thick,move,center,0.96,good
male,senior,19,20,hot,thick,move,center,0.96,too_cold
male,senior,19,21,hot,thick,move,center,0.96,good
male,senior,19,22,hot,thick,move,center,0.96,too_hot
male,senior,19,23,hot,thick,move,center,0.96,too_hot
male,senior,19,24,hot,thick,move,center,0.96,too_hot
male,senior,19,25,hot,thick,move,center,0.96,too_hot
male,senior,19,26,hot,thick,move,center,0.96,too_hot
male,senior,19,27,hot,thick,move,center,0.96,too_hot
male,senior,19,28,hot,thick,move,center,0.96,too_hot
male,senior,19,29,hot,thick,move,center,0.96,too_hot
male,senior,19,30,hot,thick,move,center,0.96,too_hot
female,teen,23,18,cold,thick,still,ac,1.04,too_cold
female,teen,23,19,cold,thick,still,ac,1.04,too_cold
female,teen,23,20,cold,thick,still,ac,1.04,too_cold
female,teen,23,21,cold,thick,still,ac,1.04,too_cold
female,teen,23,22,cold,thick,still,ac,1.04,good
female,teen,23,23,cold,thick,still,ac,1.04,good
female,teen,23,24,cold,thick,still,ac,1.04,good
female,teen,23,25,cold,thick,still,ac,1.04,good
female,teen,23,26,cold,thick,still,ac,1.04,too_hot
female,teen,23,27,cold,thick,still,ac,1.04,too_hot
female,teen,23,28,cold,thick,still,ac,1.04,too_hot
female,teen,23,29,cold,thick,still,ac,1.04,too_hot
female,teen,23,30,cold,thick,still,ac,1.04,too_hot
female,teen,25,18,cold,normal,still,window,1.1,too_cold
female,teen,25,19,cold,normal,still,window,1.1,too_cold
female,teen,25,20,cold,normal,still,window,1.1,too_cold
female,teen,25,21,cold,normal,still,window,1.1,too_cold
female,teen,25,22,cold,normal,still,window,1.1,too_cold
female,teen,25,23,cold,normal,still,window,1.1,too_cold
female,teen,25,24,cold,normal,still,window,1.1,too_hot
female,teen,25,25,cold,normal,still,window,1.1,good
female,teen,25,26,cold,normal,still,window,1.1,good
female,teen,25,27,cold,normal,still,window,1.1,too_hot
female,teen,25,28,cold,normal,still,window,1.1,too_hot
female,teen,25,29,cold,normal,still,window,1.1,too_hot
female,teen,25,30,cold,normal,still,window,1.1,too_hot
female,senior,26,18,ok,normal,still,ac,1.3,too_cold
female,senior,26,19,ok,normal,still,ac,1.3,too_cold
female,senior,26,20,ok,normal,still,ac,1.3,too_cold
female,senior,26,21,ok,normal,still,ac,1.3,too_cold
female,senior,26,22,ok,normal,still,ac,1.3,too_cold
female,senior,26,23,ok,normal,still,ac,1.3,too_cold
female,senior,26,24,ok,normal,still,ac,1.3,too_cold
female,senior,26,25,ok,normal,still,ac,1.3,good
female,senior,26,26,ok,normal,still,ac,1.3,good
female,senior,26,27,ok,normal,still,ac,1.3,good
female,senior,26,28,ok,normal,still,ac,1.3,too_cold
female,senior,26,29,ok,normal,still,ac,1.3,too_hot
female,senior,26,30,ok,normal,still,ac,1.3,too_hot
male,adult,22,18,hot,thick,move,window,1.06,too_cold
male,adult,22,19,hot,thick,move,window,1.06,too_cold
male,adult,22,20,hot,thick,move,window,1.06,too_cold
male,adult,22,21,hot,thick,move,window,1.06,good
male,adult,22,22,hot,thick,move,window,1.06,good
male,adult,22,23,hot,thick,move,window,1.06,good
male,adult,22,24,hot,thick,move,window,1.06,too_hot
male,adult,22,25,hot,thick,move,window,1.06,too_hot
male,adult,22,26,hot,thick,move,window,1.06,too_hot
male,adult,22,27,hot,thick,move,window,1.06,too_hot
male,adult,22,28,hot,thick,move,window,1.06,too_hot
male,adult,22,29,hot,thick,move,window,1.06,too_hot
male,adult,22,30,hot,thick,move,window,1.06,too_hot
female,adult,26,18,cold,thick,still,window,0.88,too_cold
female,adult,26,19,cold,thick,still,window,0.88,too_cold
female,adult,26,20,cold,thick,still,window,0.88,too_cold
female,adult,26,21,cold,thick,still,window,0.88,too_cold
female,adult,26,22,cold,thick,still,window,0.88,too_cold
female,adult,26,23,cold,thick,still,window,0.88,too_cold
female,adult,26,24,cold,thick,still,window,0.88,too_cold
female,adult,26,25,cold,thick,still,window,0.88,too_hot
female,adult,26,26,cold,thick,still,window,0.88,good
female,adult,26,27,cold,thick,still,window,0.88,good
female,adult,26,28,cold,thick,still,window,0.88,too_cold
female,adult,26,29,cold,thick,still,window,0.88,too_hot
female,adult,26,30,cold,thick,still,window,0.88,too_hot
female,adult,24,18,hot,normal,still,ac,1.3,too_cold
female,adult,24,19,hot,normal,still,ac,1.3,too_cold
female,adult,24,20,hot,normal,still,ac,1.3,too_cold
female,adult,24,21,hot,normal,still,ac,1.3,too_cold
female,adult,24,22,hot,normal,still,ac,1.3,too_cold
female,adult,24,23,hot,normal,still,ac,1.3,too_cold
female,adult,24,24,hot,normal,still,ac,1.3,too_cold
female,adult,24,25,hot,normal,still,ac,1.3,good
female,adult,24,26,hot,normal,still,ac,1.3,good
female,adult,24,27,hot,normal,still,ac,1.3,too_hot
female,adult,24,28,hot,normal,still,ac,1.3,too_hot
female,adult,24,29,hot,normal,still,ac,1.3,too_hot
female,adult,24,30,hot,normal,still,ac,1.3,too_hot
female,adult,20,18,hot,thick,move,window,1.06,too_cold
female,adult,20,19,hot,thick,move,window,1.06,too_cold
female,adult,20,20,hot,thick,move,window,1.06,good
female,adult,20,21,hot,thick,move,window,1.06,good
female,adult,20,22,hot,thick,move,window,1.06,good
female,adult,20,23,hot,thick,move,window,1.06,too_hot
female,adult,20,24,hot,thick,move,window,1.06,too_hot
female,adult,20,25,hot,thick,move,window,1.06,too_hot
female,adult,20,26,hot,thick,move,window,1.06,too_hot
female,adult,20,27,hot,thick,move,window,1.06,too_hot
female,adult,20,28,hot,thick,move,window,1.06,too_hot
female,adult,20,29,hot,thick,move,window,1.06,too_hot
female,adult,20,30,hot,thick,move,window,1.06,too_hot
male,senior,27,18,cold,normal,still,center,1.0,too_cold
male,senior,27,19,cold,normal,still,center,1.0,too_cold
male,senior,27,20,cold,normal,still,center,1.0,too_cold
male,senior,27,21,cold,normal,still,center,1.0,too_cold
male,senior,27,22,cold,normal,still,center,1.0,too_cold
male,senior,27,23,cold,normal,still,center,1.0,too_cold
male,senior,27,24,cold,normal,still,center,1.0,too_cold
male,senior,27,25,cold,normal,still,center,1.0,too_cold
male,senior,27,26,cold,normal,still,center,1.0,good
male,senior,27,27,cold,normal,still,center,1.0,too_cold
male,senior,27,28,cold,normal,still,center,1.0,good
male,senior,27,29,cold,normal,still,center,1.0,too_hot
male,senior,27,30,cold,normal,still,center,1.0,too_hot
male,adult,22,18,ok,normal,still,center,1.0,too_cold
male,adult,22,19,ok,normal,still,center,1.0,too_cold
male,adult,22,20,ok,normal,still,center,1.0,too_cold
male,adult,22,21,ok,normal,still,center,1.0,too_cold
male,adult,22,22,ok,normal,still,center,1.0,good
male,adult,22,23,ok,normal,still,center,1.0,too_cold
male,adult,22,24,ok,normal,still,center,1.0,good
male,adult,22,25,ok,normal,still,center,1.0,too_hot
male,adult,22,26,ok,normal,still,center,1.0,too_hot
male,adult,22,27,ok,normal,still,center,1.0,too_hot
male,adult,22,28,ok,normal,still,center,1.0,too_hot
male,adult,22,29,ok,normal,still,center,1.0,too_hot
male,adult,22,30,ok,normal,still,center,1.0,too_hot
female,senior,24,18,cold,normal,move,center,1.2,too_cold
female,senior,24,19,cold,normal,move,center,1.2,too_cold
female,senior,24,20,cold,normal,move,center,1.2,too_cold
female,senior,24,21,cold,normal,move,center,1.2,too_cold
female,senior,24,22,cold,normal,move,center,1.2,too_cold
female,senior,24,23,cold,normal,move,center,1.2,too_hot
female,senior,24,24,cold,normal,move,center,1.2,good
female,senior,24,25,cold,normal,move,center,1.2,good
female,senior,24,26,cold,normal,move,center,1.2,too_hot
female,senior,24,27,cold,normal,move,center,1.2,too_hot
female,senior,24,28,cold,normal,move,center,1.2,too_hot
female,senior,24,29,cold,normal,move,center,1.2,too_hot
female,senior,24,30,cold,normal,move,center,1.2,too_hot
male,teen,23,18,cold,normal,move,center,1.2,too_cold
male,teen,23,19,cold,normal,move,center,1.2,too_cold
male,teen,23,20,cold,normal,move,center,1.2,too_cold
male,teen,23,21,cold,normal,move,center,1.2,too_cold
male,teen,23,22,cold,normal,move,center,1.2,good
male,teen,23,23,cold,normal,move,center,1.2,too_cold
male,teen,23,24,cold,normal,move,center,1.2,good
male,teen,23,25,cold,normal,move,center,1.2,too_hot
male,teen,23,26,cold,normal,move,center,1.2,too_hot
male,teen,23,27,cold,normal,move,center,1.2,too_hot
male,teen,23,28,cold,normal,move,center,1.2,too_hot
male,teen,23,29,cold,normal,move,center,1.2,too_hot
male,teen,23,30,cold,normal,move,center,1.2,too_hot
male,adult,22,18,hot,thin,still,window,1.32,too_cold
male,adult,22,19,hot,thin,still,window,1.32,too_cold
male,adult,22,20,hot,thin,still,window,1.32,too_cold
male,adult,22,21,hot,thin,still,window,1.32,good
male,adult,22,22,hot,thin,still,window,1.32,too_cold
male,adult,22,23,hot,thin,still,window,1.32,too_hot
male,adult,22,24,hot,thin,still,window,1.32,too_cold
male,adult,22,25,hot,thin,still,window,1.32,too_hot
male,adult,22,26,hot,thin,still,window,1.32,too_hot
male,adult,22,27,hot,thin,still,window,1.32,too_hot
male,adult,22,28,hot,thin,still,window,1.32,too_hot
male,adult,22,29,hot,thin,still,window,1.32,too_hot
male,adult,22,30,hot,thin,still,window,1.32,too_hot
female,senior,26,18,cold,thick,move,ac,1.25,too_cold
female,senior,26,19,cold,thick,move,ac,1.25,too_cold
female,senior,26,20,cold,thick,move,ac,1.25,too_cold
female,senior,26,21,cold,thick,move,ac,1.25,too_cold
female,senior,26,22,cold,thick,move,ac,1.25,too_cold
female,senior,26,23,cold,thick,move,ac,1.25,too_cold
female,senior,26,24,cold,thick,move,ac,1.25,too_cold
female,senior,26,25,cold,thick,move,ac,1.25,good
female,senior,26,26,cold,thick,move,ac,1.25,good
female,senior,26,27,cold,thick,move,ac,1.25,good
female,senior,26,28,cold,thick,move,ac,1.25,too_hot
female,senior,26,29,cold,thick,move,ac,1.25,too_hot
female,senior,26,30,cold,thick,move,ac,1.25,too_hot
male,senior,24,18,hot,normal,move,window,1.32,too_cold
male,senior,24,19,hot,normal,move,window,1.32,too_cold
male,senior,24,20,hot,normal,move,window,1.32,too_cold
male,senior,24,21,hot,normal,move,window,1.32,too_cold
male,senior,24,22,hot,normal,move,window,1.32,too_cold
male,senior,24,23,hot,normal,move,window,1.32,too_cold
male,senior,24,24,hot,normal,move,window,1.32,good
male,senior,24,25,hot,normal,move,window,1.32,good
male,senior,24,26,hot,normal,move,window,1.32,too_cold
male,senior,24,27,hot,normal,move,window,1.32,too_hot
male,senior,24,28,hot,normal,move,window,1.32,too_hot
male,senior,24,29,hot,normal,move,window,1.32,too_hot
male,senior,24,30,hot,normal,move,window,1.32,too_hot
female,senior,24,18,ok,thick,move,center,0.96,too_cold
female,senior,24,19,ok,thick,move,center,0.96,too_cold
female,senior,24,20,ok,thick,move,center,0.96,too_cold
female,senior,24,21,ok,thick,move,center,0.96,too_cold
female,senior,24,22,ok,thick,move,center,0.96,good
female,senior,24,23,ok,thick,move,center,0.96,good
female,senior,24,24,ok,thick,move,center,0.96,good
female,senior,24,25,ok,thick,move,center,0.96,too_hot
female,senior,24,26,ok,thick,move,center,0.96,too_hot
female,senior,24,27,ok,thick,move,center,0.96,good
female,senior,24,28,ok,thick,move,center,0.96,too_hot
female,senior,24,29,ok,thick,move,center,0.96,too_hot
female,senior,24,30,ok,thick,move,center,0.96,too_hot
female,teen,27,18,cold,normal,still,window,1.1,too_cold
female,teen,27,19,cold,normal,still,window,1.1,too_cold
female,teen,27,20,cold,normal,still,window,1.1,too_cold
female,teen,27,21,cold,normal,still,window,1.1,too_cold
female,teen,27,22,cold,normal,still,window,1.1,too_cold
female,teen,27,23,cold,normal,still,window,1.1,too_cold
female,teen,27,24,cold,normal,still,window,1.1,too_cold
female,teen,27,25,cold,normal,still,window,1.1,too_cold
female,teen,27,26,cold,normal,still,window,1.1,too_hot
female,teen,27,27,cold,normal,still,window,1.1,too_cold
female,teen,27,28,cold,normal,still,window,1.1,good
female,teen,27,29,cold,normal,still,window,1.1,good
female,teen,27,30,cold,normal,still,window,1.1,too_hot
female,teen,23,18,hot,normal,still,window,1.1,too_cold
female,teen,23,19,hot,normal,still,window,1.1,too_cold
female,teen,23,20,hot,normal,still,window,1.1,too_cold
female,teen,23,21,hot,normal,still,window,1.1,too_cold
female,teen,23,22,hot,normal,still,window,1.1,too_hot
female,teen,23,23,hot,normal,still,window,1.1,good
female,teen,23,24,hot,normal,still,window,1.1,good
female,teen,23,25,hot,normal,still,window,1.1,good
female,teen,23,26,hot,normal,still,window,1.1,too_hot
female,teen,23,27,hot,normal,still,window,1.1,too_hot
female,teen,23,28,hot,normal,still,window,1.1,too_hot
female,teen,23,29,hot,normal,still,window,1.1,too_hot
female,teen,23,30,hot,normal,still,window,1.1,too_hot
male,teen,26,18,cold,normal,still,ac,1.3,too_cold
male,teen,26,19,cold,normal,still,ac,1.3,too_cold
male,teen,26,20,cold,normal,still,ac,1.3,too_cold
male,teen,26,21,cold,normal,still,ac,1.3,too_cold
male,teen,26,22,cold,normal,still,ac,1.3,too_cold
male,teen,26,23,cold,normal,still,ac,1.3,too_cold
male,teen,26,24,cold,normal,still,ac,1.3,too_cold
male,teen,26,25,cold,normal,still,ac,1.3,good
male,teen,26,26,cold,normal,still,ac,1.3,too_hot
male,teen,26,27,cold,normal,still,ac,1.3,good
male,teen,26,28,cold,normal,still,ac,1.3,too_hot
male,teen,26,29,cold,normal,still,ac,1.3,too_hot
male,teen,26,30,cold,normal,still,ac,1.3,too_hot
female,adult,23,18,ok,thick,move,ac,1.25,too_cold
female,adult,23,19,ok,thick,move,ac,1.25,too_cold
female,adult,23,20,ok,thick,move,ac,1.25,too_cold
female,adult,23,21,ok,thick,move,ac,1.25,too_cold
female,adult,23,22,ok,thick,move,ac,1.25,too_hot
female,adult,23,23,ok,thick,move,ac,1.25,good
female,adult,23,24,ok,thick,move,ac,1.25,good
female,adult,23,25,ok,thick,move,ac,1.25,good
female,adult,23,26,ok,thick,move,ac,1.25,too_hot
female,adult,23,27,ok,thick,move,ac,1.25,too_hot
female,adult,23,28,ok,thick,move,ac,1.25,too_hot
female,adult,23,29,ok,thick,move,ac,1.25,too_hot
female,adult,23,30,ok,thick,move,ac,1.25,too_hot
male,teen,25,18,ok,thin,move,ac,1.87,too_cold
male,teen,25,19,ok,thin,move,ac,1.87,too_cold
male,teen,25,20,ok,thin,move,ac,1.87,too_cold
male,teen,25,21,ok,thin,move,ac,1.87,too_cold
male,teen,25,22,ok,thin,move,ac,1.87,too_cold
male,teen,25,23,ok,thin,move,ac,1.87,too_cold
male,teen,25,24,ok,thin,move,ac,1.87,good
male,teen,25,25,ok,thin,move,ac,1.87,good
male,teen,25,26,ok,thin,move,ac,1.87,too_hot
male,teen,25,27,ok,thin,move,ac,1.87,too_hot
male,teen,25,28,ok,thin,move,ac,1.87,too_hot
male,teen,25,29,ok,thin,move,ac,1.87,too_hot
male,teen,25,30,ok,thin,move,ac,1.87,too_hot
female,senior,27,18,cold,normal,move,center,1.2,too_cold
female,senior,27,19,cold,normal,move,center,1.2,too_cold
female,senior,27,20,cold,normal,move,center,1.2,too_cold
female,senior,27,21,cold,normal,move,center,1.2,too_cold
female,senior,27,22,cold,normal,move,center,1.2,too_cold
female,senior,27,23,cold,normal,move,center,1.2,too_cold
female,senior,27,24,cold,normal,move,center,1.2,too_cold
female,senior,27,25,cold,normal,move,center,1.2,too_cold
female,senior,27,26,cold,normal,move,center,1.2,good
female,senior,27,27,cold,normal,move,center,1.2,good
female,senior,27,28,cold,normal,move,center,1.2,good
female,senior,27,29,cold,normal,move,center,1.2,too_hot
female,senior,27,30,cold,normal,move,center,1.2,too_hot
female,teen,25,18,ok,thin,move,window,1.58,too_cold
female,teen,25,19,ok,thin,move,window,1.58,too_cold
female,teen,25,20,ok,thin,move,window,1.58,too_cold
female,teen,25,21,ok,thin,move,window,1.58,too_cold
female,teen,25,22,ok,thin,move,window,1.58,too_cold
female,teen,25,23,ok,thin,move,window,1.58,too_cold
female,teen,25,24,ok,thin,move,window,1.58,good
female,teen,25,25,ok,thin,move,window,1.58,too_cold
female,teen,25,26,ok,thin,move,window,1.58,too_hot
female,teen,25,27,ok,thin,move,window,1.58,too_hot
female,teen,25,28,ok,thin,move,window,1.58,too_hot
female,teen,25,29,ok,thin,move,window,1.58,too_hot
female,teen,25,30,ok,thin,move,window,1.58,too_hot
female,adult,24,18,ok,thick,still,window,0.88,too_cold
female,adult,24,19,ok,thick,still,window,0.88,too_cold
female,adult,24,20,ok,thick,still,window,0.88,too_cold
female,adult,24,21,ok,thick,still,window,0.88,too_cold
female,adult,24,22,ok,thick,still,window,0.88,too_hot
female,adult,24,23,ok,thick,still,window,0.88,good
female,adult,24,24,ok,thick,still,window,0.88,good
female,adult,24,25,ok,thick,still,window,0.88,too_hot
female,adult,24,26,ok,thick,still,window,0.88,good
female,adult,24,27,ok,thick,still,window,0.88,good
female,adult,24,28,ok,thick,still,window,0.88,too_hot
female,adult,24,29,ok,thick,still,window,0.88,too_hot
female,adult,24,30,ok,thick,still,window,0.88,too_hot
female,teen,26,18,ok,thick,still,window,0.88,too_cold
female,teen,26,19,ok,thick,still,window,0.88,too_cold
female,teen,26,20,ok,thick,still,window,0.88,too_cold
female,teen,26,21,ok,thick,still,window,0.88,too_cold
female,teen,26,22,ok,thick,still,window,0.88,too_cold
female,teen,26,23,ok,thick,still,window,0.88,too_cold
female,teen,26,24,ok,thick,still,window,0.88,too_hot
female,teen,26,25,ok,thick,still,window,0.88,good
female,teen,26,26,ok,thick,still,window,0.88,good
female,teen,26,27,ok,thick,still,window,0.88,good
female,teen,26,28,ok,thick,still,window,0.88,too_cold
female,teen,26,29,ok,thick,still,window,0.88,good
female,teen,26,30,ok,thick,still,window,0.88,too_hot
male,senior,23,18,cold,thin,still,center,1.2,too_cold
male,senior,23,19,cold,thin,still,center,1.2,too_cold
male,senior,23,20,cold,thin,still,center,1.2,too_cold
male,senior,23,21,cold,thin,still,center,1.2,too_cold
male,senior,23,22,cold,thin,still,center,1.2,too_hot
male,senior,23,23,cold,thin,still,center,1.2,good
male,senior,23,24,cold,thin,still,center,1.2,good
male,senior,23,25,cold,thin,still,center,1.2,too_hot
male,senior,23,26,cold,thin,still,center,1.2,too_hot
male,senior,23,27,cold,thin,still,center,1.2,too_hot
male,senior,23,28,cold,thin,still,center,1.2,too_hot
male,senior,23,29,cold,thin,still,center,1.2,too_hot
male,senior,23,30,cold,thin,still,center,1.2,too_hot
male,teen,21,18,hot,normal,still,center,1.0,too_cold
male,teen,21,19,hot,normal,still,center,1.0,too_cold
male,teen,21,20,hot,normal,still,center,1.0,good
male,teen,21,21,hot,normal,still,center,1.0,too_hot
male,teen,21,22,hot,normal,still,center,1.0,good
male,teen,21,23,hot,normal,still,center,1.0,too_hot
male,teen,21,24,hot,normal,still,center,1.0,too_hot
male,teen,21,25,hot,normal,still,center,1.0,too_hot
male,teen,21,26,hot,normal,still,center,1.0,too_hot
male,teen,21,27,hot,normal,still,center,1.0,too_hot
male,teen,21,28,hot,normal,still,center,1.0,too_hot
male,teen,21,29,hot,normal,still,center,1.0,too_hot
male,teen,21,30,hot,normal,still,center,1.0,too_hot
male,senior,27,18,cold,normal,still,window,1.1,too_cold
male,senior,27,19,cold,normal,still,window,1.1,too_cold
male,senior,27,20,cold,normal,still,window,1.1,too_cold
male,senior,27,21,cold,normal,still,window,1.1,too_cold
male,senior,27,22,cold,normal,still,window,1.1,too_cold
male,senior,27,23,cold,normal,still,window,1.1,too_cold
male,senior,27,24,cold,normal,still,window,1.1,too_cold
male,senior,27,25,cold,normal,still,window,1.1,too_cold
male,senior,27,26,cold,normal,still,window,1.1,too_hot
male,senior,27,27,cold,normal,still,window,1.1,too_cold
male,senior,27,28,cold,normal,still,window,1.1,good
male,senior,27,29,cold,normal,still,window,1.1,too_cold
male,senior,27,30,cold,normal,still,window,1.1,too_hot
female,senior,27,18,cold,thin,move,center,1.44,too_cold
female,senior,27,19,cold,thin,move,center,1.44,too_cold
female,senior,27,20,cold,thin,move,center,1.44,too_cold
female,senior,27,21,cold,thin,move,center,1.44,too_cold
female,senior,27,22,cold,thin,move,center,1.44,too_cold
female,senior,27,23,cold,thin,move,center,1.44,too_cold
female,senior,27,24,cold,thin,move,center,1.44,too_cold
female,senior,27,25,cold,thin,move,center,1.44,too_cold
female,senior,27,26,cold,thin,move,center,1.44,good
female,senior,27,27,cold,thin,move,center,1.44,good
female,senior,27,28,cold,thin,move,center,1.44,good
female,senior,27,29,cold,thin,move,center,1.44,too_hot
female,senior,27,30,cold,thin,move,center,1.44,too_hot
female,teen,24,18,ok,thick,still,center,0.8,too_cold
female,teen,24,19,ok,thick,still,center,0.8,too_cold
female,teen,24,20,ok,thick,still,center,0.8,too_cold
female,teen,24,21,ok,thick,still,center,0.8,too_cold
female,teen,24,22,ok,thick,still,center,0.8,too_cold
female,teen,24,23,ok,thick,still,center,0.8,good
female,teen,24,24,ok,thick,still,center,0.8,good
female,teen,24,25,ok,thick,still,center,0.8,good
female,teen,24,26,ok,thick,still,center,0.8,too_hot
female,teen,24,27,ok,thick,still,center,0.8,too_hot
female,teen,24,28,ok,thick,still,center,0.8,too_hot
female,teen,24,29,ok,thick,still,center,0.8,too_hot
female,teen,24,30,ok,thick,still,center,0.8,too_hot
male,adult,26,18,cold,thin,still,window,1.32,too_cold
male,adult,26,19,cold,thin,still,window,1.32,too_cold
male,adult,26,20,cold,thin,still,window,1.32,too_cold
male,adult,26,21,cold,thin,still,window,1.32,too_cold
male,adult,26,22,cold,thin,still,window,1.32,too_cold
male,adult,26,23,cold,thin,still,window,1.32,too_cold
male,adult,26,24,cold,thin,still,window,1.32,too_cold
male,adult,26,25,cold,thin,still,window,1.32,too_cold
male,adult,26,26,cold,thin,still,window,1.32,good
male,adult,26,27,cold,thin,still,window,1.32,too_hot
male,adult,26,28,cold,thin,still,window,1.32,too_hot
male,adult,26,29,cold,thin,still,window,1.32,too_hot
male,adult,26,30,cold,thin,still,window,1.32,too_hot
male,teen,25,18,ok,thin,still,center,1.2,too_cold
male,teen,25,19,ok,thin,still,center,1.2,too_cold
male,teen,25,20,ok,thin,still,center,1.2,too_cold
male,teen,25,21,ok,thin,still,center,1.2,too_cold
male,teen,25,22,ok,thin,still,center,1.2,too_cold
male,teen,25,23,ok,thin,still,center,1.2,too_cold
male,teen,25,24,ok,thin,still,center,1.2,good
male,teen,25,25,ok,thin,still,center,1.2,too_cold
male,teen,25,26,ok,thin,still,center,1.2,good
male,teen,25,27,ok,thin,still,center,1.2,good
male,teen,25,28,ok,thin,still,center,1.2,too_hot
male,teen,25,29,ok,thin,still,center,1.2,too_hot
male,teen,25,30,ok,thin,still,center,1.2,too_hot
female,teen,20,18,ok,normal,move,center,1.2,too_cold
female,teen,20,19,ok,normal,move,center,1.2,good
female,teen,20,20,ok,normal,move,center,1.2,good
female,teen,20,21,ok,normal,move,center,1.2,good
female,teen,20,22,ok,normal,move,center,1.2,good
female,teen,20,23,ok,normal,move,center,1.2,too_hot
female,teen,20,24,ok,normal,move,center,1.2,too_hot
female,teen,20,25,ok,normal,move,center,1.2,too_hot
female,teen,20,26,ok,normal,move,center,1.2,too_hot
female,teen,20,27,ok,normal,move,center,1.2,too_hot
female,teen,20,28,ok,normal,move,center,1.2,too_hot
female,teen,20,29,ok,normal,move,center,1.2,too_hot
female,teen,20,30,ok,normal,move,center,1.2,too_hot
female,teen,27,18,ok,thin,move,window,1.58,too_cold
female,teen,27,19,ok,thin,move,window,1.58,too_cold
female,teen,27,20,ok,thin,move,window,1.58,too_cold
female,teen,27,21,ok,thin,move,window,1.58,too_cold
female,teen,27,22,ok,thin,move,window,1.58,too_cold
female,teen,27,23,ok,thin,move,window,1.58,too_cold
female,teen,27,24,ok,thin,move,window,1.58,too_cold
female,teen,27,25,ok,thin,move,window,1.58,too_cold
female,teen,27,26,ok,thin,move,window,1.58,too_hot
female,teen,27,27,ok,thin,move,window,1.58,good
female,teen,27,28,ok,thin,move,window,1.58,too_hot
female,teen,27,29,ok,thin,move,window,1.58,too_hot
female,teen,27,30,ok,thin,move,window,1.58,too_hot
